skill_a,skill_b,support_occupations,support_rate,freq_a,freq_b,lift,synergy_score
Application server software,Sales and marketing software,15,0.0170261066969353,41,35,9.209059233449477,138.13588850174216
Computer aided design CAD software,Document management software,87,0.09875141884222474,192,252,1.5841393849206349,137.82012648809524
Graphical user interface development software,Video creation and editing software,9,0.01021566401816118,13,40,15.248076923076923,137.2326923076923
Business intelligence and data analysis software,Expert system software,19,0.021566401816118047,80,29,7.215086206896552,137.0866379310345
Customer relationship management CRM software,Data base user interface and query software,75,0.0851305334846765,88,413,1.8180442438917015,136.3533182918776
Development environment software,Graphics or photo imaging software,62,0.07037457434733257,145,172,2.1901363271852445,135.78845228548516
Development environment software,Program testing software,25,0.028376844494892167,145,28,5.424876847290641,135.62192118226602
Operating system software,Web platform development software,85,0.09648127128263337,326,144,1.5951985344239945,135.59187542603954
Graphics or photo imaging software,Web page creation and editing software,60,0.0681044267877412,172,136,2.259746922024624,135.58481532147744
Content workflow software,Metadata management software,6,0.00681044267877412,39,6,22.58974358974359,135.53846153846155
Graphics or photo imaging software,Process mapping and design software,62,0.07037457434733257,172,146,2.1751353934374005,134.85839439311883
Computer aided design CAD software,Graphics or photo imaging software,71,0.08059023836549375,192,172,1.894107315891473,134.48161942829458
Object or component oriented development software,Object oriented data base management software,31,0.03518728717366629,198,32,4.310448232323233,133.6238952020202
Computer aided design CAD software,Process mapping and design software,65,0.07377979568671963,192,146,2.042843892694064,132.78485302511416
Geographic information system,Project management software,55,0.06242905788876277,91,221,2.4093779523643777,132.51578738004076
Cloud-based management software,Sales and marketing software,15,0.0170261066969353,43,35,8.780730897009967,131.7109634551495
Customer relationship management CRM software,Object or component oriented development software,51,0.05788876276958002,88,198,2.578684573002755,131.51291322314052
Development environment software,Word processing software,130,0.14755959137343927,145,785,1.0061937184274106,130.80518339556338
Graphics or photo imaging software,Operating system software,91,0.10329171396140749,172,326,1.4297867028106719,130.11058995577113
Data base reporting software,Process mapping and design software,25,0.028376844494892167,29,146,5.201936702881436,130.0484175720359
Geographic information system,Graphics or photo imaging software,48,0.05448354143019296,91,172,2.701763352926144,129.68464094045493
Application server software,Customer relationship management CRM software,23,0.026106696935300794,41,88,5.616130820399113,129.17100886917962
Application server software,Procedure management software,6,0.00681044267877412,41,6,21.48780487804878,128.9268292682927
Video creation and editing software,Web platform development software,29,0.032917139614074914,40,144,4.435590277777778,128.63211805555557
Business intelligence and data analysis software,Web platform development software,41,0.046538024971623154,80,144,3.135503472222222,128.5556423611111
Office suite software,Web page creation and editing software,127,0.1441543700340522,813,136,1.0119293104695752,128.51502242963605
Object oriented data base management software,Process mapping and design software,26,0.029511918274687854,32,146,4.9028253424657535,127.47345890410959
Business intelligence and data analysis software,Program testing software,18,0.02043132803632236,80,28,7.079464285714286,127.43035714285715
Analytical or scientific software,Cloud-based management software,34,0.03859250851305335,186,43,3.7451862965741434,127.33633408352088
Computer aided design CAD software,Operating system software,95,0.10783200908059024,192,326,1.3371517126789365,127.02941270449897
Expert system software,Procedure management software,5,0.0056753688989784334,29,6,25.31609195402299,126.58045977011496
Data base reporting software,Metadata management software,5,0.0056753688989784334,29,6,25.31609195402299,126.58045977011496
Content workflow software,Sales and marketing software,14,0.015891032917139614,39,35,9.035897435897436,126.5025641025641
File versioning software,Process mapping and design software,33,0.03745743473325766,52,146,3.829425711275026,126.37104847207586
File versioning software,Geographic information system,26,0.029511918274687854,52,91,4.840659340659341,125.85714285714288
Analytical or scientific software,Application server software,33,0.03745743473325766,186,41,3.812352478363494,125.8076317859953
Customer relationship management CRM software,Operating system software,64,0.07264472190692395,88,326,1.9654210819854991,125.78694924707195
Customer relationship management CRM software,Enterprise resource planning ERP software,61,0.06923950056753689,88,297,2.0562059993878177,125.42856596265688
Application server software,Cloud-based data access and sharing software,13,0.014755959137343927,41,29,9.63246425567704,125.2220353238015
Content workflow software,Project management software,35,0.039727582292849034,39,221,3.577561201995591,125.2146420698457
Application server software,Network security and virtual private network VPN equipment software,8,0.009080590238365494,41,11,15.62749445676275,125.019955654102
Customer relationship management CRM software,Document management software,56,0.06356413166855845,88,252,2.224747474747475,124.5858585858586
Analytical or scientific software,Object oriented data base management software,29,0.032917139614074914,186,32,4.292506720430108,124.48269489247313
Analytical or scientific software,Content workflow software,32,0.036322360953461974,186,39,3.8864074993107254,124.36503997794321
Geographic information system,Web platform development software,43,0.04880817253121453,91,144,2.8909493284493286,124.31082112332113
Content workflow software,Object or component oriented development software,33,0.03745743473325766,39,198,3.764957264957265,124.24358974358974
Project management software,Sales and marketing software,33,0.03745743473325766,221,35,3.7586296056884287,124.03477698771815
Application server software,Process mapping and design software,29,0.032917139614074914,41,146,4.268125626461744,123.77564316739058
Enterprise application integration software,Presentation software,92,0.10442678774120318,96,629,1.3422760996290408,123.48940116587175
Cloud-based management software,Customer relationship management CRM software,23,0.026106696935300794,43,88,5.354915433403805,123.16305496828753
Content workflow software,Switch or router software,7,0.007945516458569807,39,9,17.56980056980057,122.98860398860398
Spreadsheet software,Web page creation and editing software,127,0.1441543700340522,854,136,0.9633472241355558,122.34509746521559
Geographic information system,Presentation software,89,0.10102156640181612,91,629,1.3698527227938995,121.91689232865706
Data base reporting software,Switch or router software,6,0.00681044267877412,29,9,20.25287356321839,121.51724137931035
Customer relationship management CRM software,Process mapping and design software,42,0.04767309875141884,88,146,2.879981320049813,120.95921544209216
Configuration management software,Object or component oriented development software,29,0.032917139614074914,31,198,4.162430759204953,120.71049201694363
Cloud-based management software,Project management software,36,0.04086265607264472,43,221,3.3374723771440595,120.14900557718614
File versioning software,Operating system software,48,0.05448354143019296,52,326,2.4945729117508257,119.73949976403964
Cloud-based management software,Network security and virtual private network VPN equipment software,8,0.009080590238365494,43,11,14.900634249471459,119.20507399577167
Data base management system software,Graphics or photo imaging software,46,0.05221339387060159,91,172,2.5891898798875546,119.10273447482751
Cloud-based data access and sharing software,Configuration management software,11,0.012485811577752554,29,31,10.779755283648498,118.57730812013348
Configuration management software,Procedure management software,5,0.0056753688989784334,31,6,23.682795698924732,118.41397849462366
Business intelligence and data analysis software,Document management software,52,0.05902383654937571,80,252,2.2724206349206346,118.165873015873
Electronic mail software,Web platform development software,111,0.12599318955732122,638,144,1.064426593521421,118.15135188087773
Process mapping and design software,Sales and marketing software,26,0.029511918274687854,146,35,4.4825831702544034,116.54716242661449
Business intelligence and data analysis software,Geographic information system,31,0.03518728717366629,80,91,3.7515109890109892,116.29684065934066
Object or component oriented development software,Program testing software,27,0.03064699205448354,198,28,4.290584415584416,115.84577922077922
Program testing software,Web platform development software,23,0.026106696935300794,28,144,5.025545634920635,115.58754960317461
Data mining software,Video conferencing software,18,0.02043132803632236,36,69,6.384057971014492,114.91304347826086
Metadata management software,Object oriented data base management software,5,0.0056753688989784334,6,32,22.942708333333336,114.71354166666669
Expert system software,Graphical user interface development software,7,0.007945516458569807,29,13,16.358090185676392,114.50663129973475
Data base management system software,Presentation software,86,0.09761634506242906,91,629,1.323677911913206,113.83630042453572
Data base management system software,Enterprise resource planning ERP software,59,0.06696935300794551,91,297,1.9232249232249232,113.47027047027046
Data mining software,Process mapping and design software,26,0.029511918274687854,36,146,4.35806697108067,113.30974124809742
Enterprise system management software,Internet directory services software,3,0.00340522133938706,5,14,37.75714285714286,113.27142857142857
Object oriented data base management software,Sales and marketing software,12,0.01362088535754824,32,35,9.439285714285715,113.27142857142857
Customer relationship management CRM software,Object oriented data base management software,19,0.021566401816118047,88,32,5.944247159090909,112.94069602272728
Data base reporting software,Video conferencing software,16,0.018161180476730987,29,69,7.04447776111944,112.71164417791104
Business intelligence and data analysis software,Enterprise resource planning ERP software,55,0.06242905788876277,80,297,2.0393518518518516,112.16435185185183
Object oriented data base management software,Project management software,30,0.0340522133938706,32,221,3.7372737556561084,112.11821266968326
Expert system software,Object or component oriented development software,27,0.03064699205448354,29,198,4.1426332288401255,111.85109717868339
Customer relationship management CRM software,Data base reporting software,18,0.02043132803632236,88,29,6.213949843260187,111.85109717868337
Enterprise application integration software,Enterprise resource planning ERP software,60,0.0681044267877412,96,297,1.8539562289562288,111.23737373737373
Web page creation and editing software,Word processing software,116,0.13166855845629966,136,785,0.9572499063319596,111.04098913450731
File versioning software,Project management software,38,0.043132803632236094,52,221,2.913156978767838,110.69996519317785
Business intelligence and data analysis software,Cloud-based data access and sharing software,17,0.019296254256526674,80,29,6.455603448275863,109.74525862068967
Customer relationship management CRM software,Presentation software,83,0.094211123723042,88,629,1.3210543431131665,109.64751047839282
Presentation software,Web page creation and editing software,103,0.11691259931895573,629,136,1.0607757411390628,109.25990133732347
Development environment software,Electronic mail software,107,0.12145289443813848,145,638,1.0189925413468814,109.03220192411631
Cloud-based management software,Geographic information system,22,0.024971623155505107,43,91,4.95323281369793,108.97112190135446
Cloud-based data access and sharing software,Program testing software,10,0.011350737797956867,29,28,10.849753694581281,108.49753694581281
Development environment software,Sales and marketing software,25,0.028376844494892167,145,35,4.3399014778325125,108.49753694581281
Cloud-based data access and sharing software,Data base management system software,18,0.02043132803632236,29,91,6.00909435392194,108.16369837059491
Data base reporting software,Project management software,28,0.03178206583427923,29,221,3.8489623966297395,107.7709471056327
Application server software,Enterprise system management software,5,0.0056753688989784334,41,5,21.48780487804878,107.4390243902439
Configuration management software,Graphical user interface development software,7,0.007945516458569807,31,13,15.302729528535979,107.11910669975185
Desktop publishing software,Enterprise application integration software,32,0.036322360953461974,88,96,3.3371212121212124,106.7878787878788
Data base user interface and query software,File versioning software,51,0.05788876276958002,413,52,2.092149376047681,106.69961817843173
Data base reporting software,Internet directory services software,7,0.007945516458569807,29,14,15.189655172413794,106.32758620689656
Analytical or scientific software,Sales and marketing software,28,0.03178206583427923,186,35,3.789247311827957,106.09892473118279
Data mining software,File versioning software,15,0.0170261066969353,36,52,7.059294871794872,105.88942307692308
Application server software,Project management software,33,0.03745743473325766,41,221,3.2085862487584156,105.88334620902772
Application server software,Graphical user interface development software,8,0.009080590238365494,41,13,13.223264540337711,105.78611632270169
Customer relationship management CRM software,Video conferencing software,27,0.03064699205448354,88,69,3.917490118577075,105.77223320158103
Data mining software,Program testing software,11,0.012485811577752554,36,28,9.614087301587302,105.75496031746033
Data mining software,Development environment software,25,0.028376844494892167,36,145,4.219348659003831,105.48371647509578
Cloud-based data access and sharing software,Expert system software,10,0.011350737797956867,29,29,10.475624256837099,104.756242568371
Desktop publishing software,Presentation software,81,0.09194097616345062,88,629,1.2892217083393553,104.42695837548779
Application server software,Geographic information system,21,0.02383654937570942,41,91,4.958724202626642,104.13320825515947
Graphical user interface development software,Object oriented data base management software,7,0.007945516458569807,13,32,14.824519230769232,103.77163461538463
Data mining software,Graphics or photo imaging software,27,0.03064699205448354,36,172,3.8415697674418605,103.72238372093024
Content workflow software,Internet directory services software,8,0.009080590238365494,39,14,12.908424908424907,103.26739926739926
Enterprise application integration software,Geographic information system,32,0.036322360953461974,96,91,3.2271062271062267,103.26739926739926
Business intelligence and data analysis software,Operating system software,55,0.06242905788876277,80,326,1.8579371165644172,102.18654141104294
Analytical or scientific software,Data base reporting software,25,0.028376844494892167,186,29,4.083240637745643,102.08101594364108
Enterprise application integration software,Office suite software,95,0.10783200908059024,96,813,1.0723529110291103,101.87352654776548
Medical software,Office suite software,103,0.11691259931895573,113,813,0.9877434172571814,101.73757197748968
Graphical user interface development software,Procedure management software,3,0.00340522133938706,13,6,33.88461538461539,101.65384615384616
File versioning software,Procedure management software,6,0.00681044267877412,52,6,16.942307692307693,101.65384615384616
File versioning software,Metadata management software,6,0.00681044267877412,52,6,16.942307692307693,101.65384615384616
Configuration management software,Geographic information system,18,0.02043132803632236,31,91,5.621410847217299,101.18539524991138
Cloud-based management software,Graphical user interface development software,8,0.009080590238365494,43,13,12.608228980322005,100.86583184257604
Sales and marketing software,Web platform development software,24,0.02724177071509648,35,144,4.195238095238095,100.68571428571428
Medical software,Spreadsheet software,105,0.1191827468785471,113,854,0.9585811693021906,100.65102277673002
Data mining software,Desktop publishing software,19,0.021566401816118047,36,88,5.283775252525253,100.39172979797979
Customer relationship management CRM software,Web platform development software,38,0.043132803632236094,88,144,2.6418876262626263,100.39172979797979
Cloud-based data access and sharing software,Desktop publishing software,17,0.019296254256526674,29,88,5.86873040752351,99.76841692789968
Customer relationship management CRM software,Expert system software,17,0.019296254256526674,88,29,5.86873040752351,99.76841692789968
Electronic mail software,Web page creation and editing software,99,0.11237230419977298,638,136,1.0051977687626774,99.51457910750506
Data base reporting software,Network security and virtual private network VPN equipment software,6,0.00681044267877412,29,11,16.570532915360502,99.42319749216301
Desktop publishing software,Word processing software,88,0.09988649262202043,88,785,1.1222929936305734,98.76178343949046
Geographic information system,Office suite software,91,0.10329171396140749,91,813,1.083640836408364,98.61131611316112
Business intelligence and data analysis software,Presentation software,75,0.0851305334846765,80,629,1.3130961844197138,98.48221383147853
Configuration management software,Sales and marketing software,11,0.012485811577752554,31,35,8.93179723502304,98.24976958525345
Customer relationship management CRM software,Graphics or photo imaging software,41,0.046538024971623154,88,172,2.3864297040169133,97.84361786469344
Content workflow software,Document management software,33,0.03745743473325766,39,252,2.958180708180708,97.61996336996336
Enterprise system management software,Expert system software,4,0.004540295119182747,5,29,24.30344827586207,97.21379310344828
Project management software,Video conferencing software,41,0.046538024971623154,221,69,2.3687454915076396,97.11856515181323
Expert system software,Geographic information system,17,0.019296254256526674,29,91,5.675255778704055,96.47934823796894
Data base reporting software,Geographic information system,17,0.019296254256526674,29,91,5.675255778704055,96.47934823796894
Data base management system software,Office suite software,90,0.1021566401816118,91,813,1.0717326953489317,96.45594258140385
Internet directory services software,Object oriented data base management software,7,0.007945516458569807,14,32,13.765625,96.359375
Document management software,Geographic information system,50,0.056753688989784334,252,91,1.9208965637537065,96.04482818768533
Document management software,Sales and marketing software,31,0.03518728717366629,252,35,3.0964852607709754,95.99104308390024
Data base reporting software,Object or component oriented development software,25,0.028376844494892167,29,198,3.835771508185301,95.89428770463253
Data base management system software,Geographic information system,30,0.0340522133938706,91,91,3.1916435213138508,95.74930563941552
Cloud-based management software,Operating system software,39,0.04426787741203178,43,326,2.451062919104009,95.59145384505636
Customer relationship management CRM software,Office suite software,88,0.09988649262202043,88,813,1.083640836408364,95.36039360393603
Application server software,Operating system software,38,0.043132803632236094,41,326,2.504713452042496,95.17911117761486
Enterprise application integration software,Spreadsheet software,94,0.10669693530079455,96,854,1.0101239266198283,94.95164910226386
Cloud-based data access and sharing software,Object oriented data base management software,10,0.011350737797956867,29,32,9.493534482758621,94.9353448275862
Cloud-based data access and sharing software,Content workflow software,11,0.012485811577752554,29,39,8.568523430592396,94.25375773651636
Configuration management software,Process mapping and design software,22,0.024971623155505107,31,146,4.282368537339814,94.21210782147591
Content workflow software,Procedure management software,5,0.0056753688989784334,39,6,18.824786324786324,94.12393162393161
Geographic information system,Spreadsheet software,91,0.10329171396140749,91,854,1.0316159250585482,93.87704918032789
Medical software,Word processing software,97,0.11010215664018161,113,785,0.9633842511696071,93.44827236345189
Desktop publishing software,Office suite software,87,0.09875141884222474,88,813,1.0713267359946326,93.20542603153304
Customer relationship management CRM software,File versioning software,22,0.024971623155505107,88,52,4.235576923076923,93.18269230769232
Desktop publishing software,Sales and marketing software,18,0.02043132803632236,88,35,5.148701298701298,92.67662337662337
Enterprise resource planning ERP software,Web platform development software,67,0.07604994324631101,297,144,1.3801674148896372,92.47121679760569
Data mining software,Graphical user interface development software,7,0.007945516458569807,36,13,13.177350427350428,92.24145299145299
Customer relationship management CRM software,Word processing software,85,0.09648127128263337,88,785,1.0840330052113492,92.14280544296467
Enterprise resource planning ERP software,Graphics or photo imaging software,73,0.08286038592508513,297,172,1.258965625244695,91.90449064286274
Operating system software,Web page creation and editing software,68,0.0771850170261067,326,136,1.3512269938650308,91.88343558282209
Data base management system software,Spreadsheet software,90,0.1021566401816118,91,854,1.020279486321641,91.82515376894769
Cloud-based data access and sharing software,Process mapping and design software,21,0.02383654937570942,29,146,4.3696268304204064,91.76216343882854
Desktop publishing software,Project management software,45,0.0510783200908059,88,221,2.038512957630605,91.73308309337722
Geographic information system,Word processing software,86,0.09761634506242906,91,785,1.0606285434310911,91.21405473507384
Configuration management software,Enterprise system management software,4,0.004540295119182747,31,5,22.73548387096774,90.94193548387096
Customer relationship management CRM software,Spreadsheet software,88,0.09988649262202043,88,854,1.031615925058548,90.78220140515222
Customer relationship management CRM software,Electronic mail software,76,0.08626560726447219,88,638,1.1925762325448845,90.63579367341123
Data base user interface and query software,Web page creation and editing software,76,0.08626560726447219,413,136,1.1920666571713432,90.59706594502208
Data base user interface and query software,Desktop publishing software,61,0.06923950056753689,413,88,1.478675985031917,90.19923508694694
Desktop publishing software,Web page creation and editing software,35,0.039727582292849034,88,136,2.576453877005348,90.17588569518718
Document management software,Video creation and editing software,32,0.036322360953461974,252,40,2.7968253968253967,89.4984126984127
Analytical or scientific software,Program testing software,23,0.026106696935300794,186,28,3.8907450076804917,89.48713517665131
Desktop publishing software,Spreadsheet software,87,0.09875141884222474,88,854,1.0198930168192464,88.73069246327444
File versioning software,Graphics or photo imaging software,30,0.0340522133938706,52,172,2.9550536672629697,88.65161001788908
Cloud-based management software,Document management software,33,0.03745743473325766,43,252,2.683001107419712,88.5390365448505
Computer aided design CAD software,Enterprise application integration software,43,0.04880817253121453,192,96,2.0552842881944446,88.37722439236111
Data mining software,Video creation and editing software,12,0.01362088535754824,36,40,7.341666666666667,88.1
Accounting software,Document management software,46,0.05221339387060159,84,252,1.914493575207861,88.0667044595616
Analytical or scientific software,Configuration management software,24,0.02724177071509648,186,31,3.6670135275754423,88.00832466181062
Data base reporting software,Document management software,27,0.03064699205448354,29,252,3.2549261083743843,87.88300492610838
Computer aided design CAD software,Desktop publishing software,41,0.046538024971623154,192,88,2.1378432765151514,87.6515743371212
Cloud-based management software,Data base user interface and query software,42,0.04767309875141884,43,413,2.0835632636972803,87.50965707528577
Application server software,Data base user interface and query software,41,0.046538024971623154,41,413,2.13317191283293,87.46004842615014
Program testing software,Switch or router software,5,0.0056753688989784334,28,9,17.48015873015873,87.40079365079366
Data mining software,Document management software,30,0.0340522133938706,36,252,2.9133597883597884,87.40079365079364
Data base reporting software,Medical software,18,0.02043132803632236,29,113,4.839182178822093,87.10527921879768
Configuration management software,Project management software,26,0.029511918274687854,31,221,3.3434535104364325,86.92979127134724
Expert system software,Sales and marketing software,10,0.011350737797956867,29,35,8.679802955665025,86.79802955665025
Enterprise application integration software,Word processing software,86,0.09761634506242906,96,785,1.0053874734607218,86.46332271762208
Geographic information system,Process mapping and design software,36,0.04086265607264472,91,146,2.38717446936625,85.93828089718501
Desktop publishing software,Electronic mail software,74,0.08399545970488081,88,638,1.161192647477914,85.92825591336563
Graphics or photo imaging software,Video conferencing software,34,0.03859250851305335,172,69,2.5239298955173575,85.81361644759015
Internet directory services software,Web platform development software,14,0.015891032917139614,14,144,6.118055555555555,85.65277777777777
Cloud-based data access and sharing software,Cloud-based management software,11,0.012485811577752554,29,43,7.771451483560545,85.485966319166
Cloud-based data access and sharing software,Graphics or photo imaging software,22,0.024971623155505107,29,172,3.8857257417802726,85.485966319166
Accounting software,Data base user interface and query software,58,0.06583427922814983,84,413,1.4729044160036897,85.42845612821401
Cloud-based management software,Procedure management software,5,0.0056753688989784334,43,6,17.073643410852714,85.36821705426357
Cloud-based management software,Metadata management software,5,0.0056753688989784334,43,6,17.073643410852714,85.36821705426357
Content workflow software,Graphical user interface development software,7,0.007945516458569807,39,13,12.163708086785011,85.14595660749508
Enterprise application integration software,Sales and marketing software,18,0.02043132803632236,96,35,4.7196428571428575,84.95357142857144
Cloud-based data access and sharing software,Data base reporting software,9,0.01021566401816118,29,29,9.42806183115339,84.8525564803805
Business intelligence and data analysis software,Office suite software,79,0.08967082860385925,80,813,1.0700953259532595,84.5375307503075
Graphics or photo imaging software,Sales and marketing software,24,0.02724177071509648,172,35,3.512292358803987,84.2950166112957
Cloud-based data access and sharing software,Graphical user interface development software,6,0.00681044267877412,29,13,14.021220159151193,84.12732095490716
Procedure management software,Program testing software,4,0.004540295119182747,6,28,20.976190476190478,83.90476190476191
Expert system software,Process mapping and design software,20,0.022701475595913734,29,146,4.1615493623051485,83.23098724610297
Content workflow software,Customer relationship management CRM software,18,0.02043132803632236,39,88,4.620629370629371,83.17132867132868
Configuration management software,Customer relationship management CRM software,16,0.018161180476730987,31,88,5.167155425219941,82.67448680351906
Business intelligence and data analysis software,Spreadsheet software,80,0.09080590238365494,80,854,1.031615925058548,82.52927400468383
Analytical or scientific software,Data mining software,25,0.028376844494892167,186,36,3.289277180406213,82.23192951015533
Program testing software,Project management software,24,0.02724177071509648,28,221,3.416936005171299,82.00646412411118
Customer relationship management CRM software,Enterprise application integration software,28,0.03178206583427923,88,96,2.9199810606060606,81.75946969696969
Sales and marketing software,Web page creation and editing software,21,0.02383654937570942,35,136,3.8867647058823533,81.62205882352941
Accounting software,Word processing software,78,0.08853575482406356,84,785,1.0421292083712466,81.28607825295722
Data base reporting software,Procedure management software,4,0.004540295119182747,29,6,20.25287356321839,81.01149425287356
Data base management system software,Word processing software,81,0.09194097616345062,91,785,0.9989640932316092,80.91609155176035
Cloud-based data access and sharing software,Web page creation and editing software,19,0.021566401816118047,29,136,4.244168356997972,80.63919878296146
Customer relationship management CRM software,Program testing software,15,0.0170261066969353,88,28,5.36323051948052,80.44845779220779
Geographic information system,Operating system software,52,0.05902383654937571,91,326,1.5442594215600352,80.30148992112183
Content workflow software,Operating system software,34,0.03859250851305335,39,326,2.355985527764669,80.10350794399874
Graphical user interface development software,Web platform development software,13,0.014755959137343927,13,144,6.118055555555555,79.53472222222221
Enterprise application integration software,Internet directory services software,11,0.012485811577752554,96,14,7.210565476190476,79.31622023809524
Cloud-based data access and sharing software,Project management software,24,0.02724177071509648,29,221,3.299110625682634,79.17865501638322
Expert system software,Project management software,24,0.02724177071509648,29,221,3.299110625682634,79.17865501638322
Analytical or scientific software,Expert system software,22,0.024971623155505107,186,29,3.593251761216166,79.05153874675565
Content workflow software,Data base user interface and query software,38,0.043132803632236094,39,413,2.078475197119265,78.98205749053207
Accounting software,Spreadsheet software,80,0.09080590238365494,84,854,0.9824913571986172,78.59930857588938
Data base management system software,Video creation and editing software,18,0.02043132803632236,91,40,4.356593406593407,78.41868131868132
Video creation and editing software,Web page creation and editing software,22,0.024971623155505107,40,136,3.5628676470588236,78.38308823529412
Enterprise system management software,Switch or router software,2,0.0022701475595913734,5,9,39.15555555555556,78.31111111111112
Geographic information system,Program testing software,15,0.0170261066969353,91,28,5.186420722135008,77.79631083202511
Data mining software,Object or component oriented development software,25,0.028376844494892167,36,198,3.0899270482603813,77.24817620650953
Data base management system software,Electronic mail software,71,0.08059023836549375,91,638,1.0773881291122671,76.49455716697096
Accounting software,Office suite software,77,0.08740068104426787,84,813,0.9933374333743337,76.48698236982369
Object oriented data base management software,Switch or router software,5,0.0056753688989784334,32,9,15.29513888888889,76.47569444444444
Cloud-based data access and sharing software,Web platform development software,19,0.021566401816118047,29,144,4.00838122605364,76.15924329501915
Data base reporting software,Web platform development software,19,0.021566401816118047,29,144,4.00838122605364,76.15924329501915
Sales and marketing software,Video creation and editing software,11,0.012485811577752554,35,40,6.922142857142857,76.14357142857143
Object oriented data base management software,Operating system software,30,0.0340522133938706,32,326,2.533550613496933,76.00651840490798
Cloud-based data access and sharing software,Video creation and editing software,10,0.011350737797956867,29,40,7.594827586206897,75.94827586206897
Accounting software,Project management software,40,0.04540295119182747,84,221,1.8982977806507217,75.93191122602887
Presentation software,Video conferencing software,61,0.06923950056753689,629,69,1.238243358447962,75.53284486532569
Accounting software,Enterprise resource planning ERP software,46,0.05221339387060159,84,297,1.6244187910854577,74.72326438993106
Expert system software,Video conferencing software,13,0.014755959137343927,29,69,5.723638180909545,74.40729635182409
Enterprise application integration software,Video creation and editing software,18,0.02043132803632236,96,40,4.1296875,74.33437500000001
Content workflow software,Network security and virtual private network VPN equipment software,6,0.00681044267877412,39,11,12.321678321678322,73.93006993006993
Development environment software,Internet directory services software,13,0.014755959137343927,145,14,5.6418719211822665,73.34433497536946
Configuration management software,Operating system software,29,0.032917139614074914,31,326,2.5281021175539284,73.31496140906393
Document management software,Video conferencing software,38,0.043132803632236094,252,69,1.9253508166551645,73.16333103289625
Expert system software,Operating system software,28,0.03178206583427923,29,326,2.6092659191876453,73.05944573725407
Program testing software,Sales and marketing software,9,0.01021566401816118,28,35,8.09081632653061,72.8173469387755
Business intelligence and data analysis software,Word processing software,72,0.08172531214528944,80,785,1.0100636942675159,72.72458598726114
Office suite software,Video conferencing software,68,0.0771850170261067,813,69,1.067935896750272,72.61964097901848
Enterprise resource planning ERP software,Geographic information system,47,0.053348467650397274,297,91,1.532060532060532,72.00684500684501
Data mining software,Web page creation and editing software,20,0.022701475595913734,36,136,3.598856209150327,71.97712418300654
Inventory management software,Materials requirements planning logistics and supply chain software,2,0.0022701475595913734,7,7,35.95918367346939,71.91836734693878
Video conferencing software,Video creation and editing software,15,0.0170261066969353,69,40,4.788043478260869,71.82065217391303
Application server software,Document management software,29,0.032917139614074914,41,252,2.472802942315137,71.71128532713898
Accounting software,Electronic mail software,66,0.07491486946651532,84,638,1.0849753694581281,71.60837438423646
Medical software,Presentation software,76,0.08626560726447219,113,629,0.9420206255188036,71.59356753942907
Cloud-based data access and sharing software,Enterprise application integration software,15,0.0170261066969353,29,96,4.7467672413793105,71.20150862068965
Spreadsheet software,Video conferencing software,69,0.07832009080590238,854,69,1.031615925058548,71.18149882903981
Video conferencing software,Word processing software,66,0.07491486946651532,69,785,1.0734976460814178,70.85084464137358
Desktop publishing software,Operating system software,48,0.05448354143019296,88,326,1.4740658114891243,70.75515895147797
Customer relationship management CRM software,Web page creation and editing software,31,0.03518728717366629,88,136,2.282002005347594,70.74206216577541
Cloud-based management software,Enterprise resource planning ERP software,32,0.036322360953461974,43,297,2.207501370292068,70.64004384934617
Enterprise application integration software,Graphical user interface development software,10,0.011350737797956867,96,13,7.059294871794872,70.59294871794873
Accounting software,Presentation software,65,0.07377979568671963,84,629,1.0838254220607162,70.44865243394655
Computer aided design CAD software,Web platform development software,47,0.053348467650397274,192,144,1.4976490162037037,70.38950376157408
Project management software,Web page creation and editing software,49,0.05561861520998865,221,136,1.4362856002129358,70.37799441043386
Operating system software,Program testing software,27,0.03064699205448354,326,28,2.605937773882559,70.36031989482909
Electronic mail software,Geographic information system,68,0.0771850170261067,638,91,1.0318646870371009,70.16679871852286
Application server software,Video conferencing software,15,0.0170261066969353,41,69,4.671261930010605,70.06892895015908
Graphical user interface development software,Sales and marketing software,6,0.00681044267877412,13,35,11.617582417582419,69.70549450549451
File versioning software,Sales and marketing software,12,0.01362088535754824,52,35,5.8087912087912095,69.70549450549451
Configuration management software,Video conferencing software,13,0.014755959137343927,31,69,5.3543712014960265,69.60682561944834
Document management software,Web page creation and editing software,52,0.05902383654937571,252,136,1.33671802054155,69.5093370681606
Data base management system software,Switch or router software,8,0.009080590238365494,91,9,8.605616605616605,68.84493284493284
Customer relationship management CRM software,Geographic information system,25,0.028376844494892167,88,91,2.7503746253746253,68.75936563436564
Cloud-based management software,Graphics or photo imaging software,24,0.02724177071509648,43,172,2.8588426176311517,68.61222282314765
Data base user interface and query software,Data mining software,34,0.03859250851305335,413,36,2.0146623621199895,68.49852031207965
Data base user interface and query software,Video conferencing software,47,0.053348467650397274,413,69,1.4530301435238797,68.29241674562235
Data base user interface and query software,Object oriented data base management software,32,0.036322360953461974,413,32,2.1331719128329296,68.26150121065375
Data base management system software,Video conferencing software,22,0.024971623155505107,91,69,3.086797260710304,67.90953973562668
File versioning software,Switch or router software,6,0.00681044267877412,52,9,11.294871794871796,67.76923076923077
